food_category,restaurant,item_name,item_description,calories,total_fat,saturated_fat,trans_fat,cholesterol,sodium,carbohydrates,dietary_fiber,sugar,protein
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Dr. Pepper Large 32 oz.,"Drink Diet Dr. Pepper Large 32 oz., Drinks",0,0,0,0,0,125,0,0,0,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Applesauce, 4 oz.","Bar Applesauce, 4 oz., Fruit Bar",80,0,0,0,0,10,20,2,16,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Apricots, 1/2 cup","Bar Apricots, 1/2 cup, Fruit Bar",80,0,0,0,0,20,20,1,16,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Baked Apples, 4 oz.","Bar Baked Apples, 4 oz., Fruit Bar",130,0,0,0,0,210,33,2,29,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Fruit Salad, 1/2 cup","Bar Fruit Salad, 1/2 cup, Fruit Bar",40,0,0,0,0,0,9,1,8,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Jello, 1/2 cup","Bar Jello, 1/2 cup, Fruit Bar",5,0,0,0,0,60,0,0,0,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Mandarin Oranges, 1/2 cup","Bar Mandarin Oranges, 1/2 cup, Fruit Bar",70,0,0,0,0,10,17,1,17,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Peaches, 1/2 cup","Bar Peaches, 1/2 cup, Fruit Bar",70,0,0,0,0,10,17,0,13,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Pears, 1/2 cup","Bar Pears, 1/2 cup, Fruit Bar",80,0,0,0,0,15,19,1,15,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Pineapple, 1/2 cup","Bar Pineapple, 1/2 cup, Fruit Bar",40,0,0,0,0,0,10,1,8,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Watermelon, 1/2 cup","Bar Watermelon, 1/2 cup, Fruit Bar",25,0,0,0,0,0,6,0,5,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Bacon Bits, 1/2 oz.","Bar Bacon Bits, 1/2 oz., Salad Bar",70,5,2,0,10,240,0,0,0,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Beets, 1 oz.","Bar Beets, 1 oz., Salad Bar",20,0,0,0,0,50,4,0,4,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Broccoli Parmesan Salad, 4 oz.","Bar Broccoli Parmesan Salad, 4 oz., Salad Bar",130,9,2,0,10,220,10,2,5,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Cheddar Cheese Shredded, 1 oz.","Bar Cheddar Cheese Shredded, 1 oz., Salad Bar",110,9,5,0,30,180,0,0,0,6
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Chicken Salad, 4 oz.","Bar Chicken Salad, 4 oz., Salad Bar",210,15,2.5,0,50,580,3,0,1,15
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Cole Slaw, 4 oz.","Bar Cole Slaw, 4 oz., Salad Bar",190,16,3,0,15,240,11,2,9,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Craisins, 1 oz.","Bar Craisins, 1 oz., Salad Bar",90,0,0,0,0,0,23,0,21,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Granola, 1 oz.","Bar Granola, 1 oz., Salad Bar",110,1.5,0,0,0,55,23,2,9,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Green Peas, 1 oz.","Bar Green Peas, 1 oz., Salad Bar",25,0,0,0,0,0,4,1,1,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Ham Salad, 4 oz.","Bar Ham Salad, 4 oz., Salad Bar",200,15,2,0,45,730,5,0,2,12
Entrees,Big Boy/Frisch's Big Boy,"Bar Macaroni Salad, 4 oz.","Bar Macaroni Salad, 4 oz., Salad Bar",190,9,1.5,0,15,640,23,2,7,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Oyster Crackers, 1 oz.","Bar Oyster Crackers, 1 oz., Salad Bar",110,3,1,0,0,170,21,0,0,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Pepperoncini, 1 oz.","Bar Pepperoncini, 1 oz., Salad Bar",10,0,0,0,0,560,1,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Potato Salad, 4 oz.","Bar Potato Salad, 4 oz., Salad Bar",150,5,1,0,10,470,24,3,7,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Red Onions, 1 oz.","Bar Red Onions, 1 oz., Salad Bar",10,0,0,0,0,0,3,0,1,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Salsa, 2 oz.","Bar Salsa, 2 oz., Salad Bar",20,0,0,0,0,460,6,2,4,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Southwest Pasta Salad, 4 oz.","Bar Southwest Pasta Salad, 4 oz., Salad Bar",260,13,2.5,0,15,620,30,2,5,5
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Spinach Leaves, 2 cups","Bar Spinach Leaves, 2 cups, Salad Bar",15,0,0,0,0,45,2,1,0,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Townhouse Crackers, 5 crackers","Bar Townhouse Crackers, 5 crackers, Salad Bar'",80,5,1,0,0,150,9,0,1,0
Soup,Big Boy/Frisch's Big Boy,"Bar Soup Chili, 6 oz.","Bar Soup Chili, 6 oz., Soup of the Day",300,16,6,1,55,720,18,7,2,19
Soup,Big Boy/Frisch's Big Boy,"Bar Soup Potato, 6 oz.","Bar Soup Potato, 6 oz., Soup of the Day",550,43,25,0,95,1200,31,2,2,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Biscuit Quarters with Cinnamon Sugar, 1/4 biscuit","Bar Biscuit Quarters with Cinnamon Sugar, 1/4 biscuit, Breakfast Bar",110,7,2.5,0,0,250,10,0,3,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Butter, 1 tablespoon","Bar Butter, 1 tablespoon, Breakfast Bar",100,11,7,0,30,80,0,0,0,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Cereal Cocoa Puffs, 1 container","Bar Cereal Cocoa Puffs, 1 container, Breakfast Bar",110,1.5,0,0,0,160,25,2,8,2
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Cereal Lucky Charms, 1 container","Bar Cereal Lucky Charms, 1 container, Breakfast Bar",110,1,0,0,0,180,23,2,10,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Cheese Sauce, 2 oz.","Bar Cheese Sauce, 2 oz., Breakfast Bar",45,2.5,1,0,0,260,6,0,2,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Chicken Strips, 4 oz.","Bar Chicken Strips, 4 oz., Breakfast Bar",320,20,3,0,50,820,17,1,0,18
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Maple Syrup Diet, 2 oz.","Bar Maple Syrup Diet, 2 oz., Breakfast Bar",20,0,0,0,0,150,8,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Maple Syrup, 2 oz.","Bar Maple Syrup, 2 oz., Breakfast Bar",210,0,0,0,0,20,53,0,31,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar French Toast Stick, 1 stick","Bar French Toast Stick, 1 stick, Breakfast Bar",120,7,1,0,0,110,16,3,3,1
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Fruit Topping Blueberry, 2 oz.","Bar Fruit Topping Blueberry, 2 oz., Breakfast Bar",90,0,0,0,0,50,23,1,18,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Goetta, 2 oz.","Bar Goetta, 2 oz., Breakfast Bar",180,12,4.5,0,30,490,10,2,0,8
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Grits, 1/2 cup","Bar Grits, 1/2 cup, Breakfast Bar",130,0.5,0,0,0,10,29,2,0,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Ham, 2 oz.","Bar Ham, 2 oz., Breakfast Bar",50,1,0,0,30,390,2,0,1,9
Fried Potatoes,Big Boy/Frisch's Big Boy,"Bar Hashbrown Casserole, 4 oz.","Bar Hashbrown Casserole, 4 oz., Breakfast Bar",290,18,4,0,5,930,31,3,3,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Honey, 1 tablespoon","Bar Honey, 1 tablespoon, Breakfast Bar",60,0,0,0,0,0,17,0,16,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Jelly Packet, 1 packet","Bar Jelly Packet, 1 packet, Breakfast Bar",35,0,0,0,0,0,9,0,8,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Jelly Packet Sugar Free, 1 packet","Bar Jelly Packet Sugar Free, 1 packet, Breakfast Bar",10,0,0,0,0,0,3,0,0,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Pancake Blueberry, 1 pancake","Bar Pancake Blueberry, 1 pancake, Breakfast Bar",80,1.5,0,0,10,220,15,1,5,3
Appetizers & Sides,Big Boy/Frisch's Big Boy,"Bar Pancake Chocolate Chip, 1 pancake","Bar Pancake Chocolate Chip, 1 pancake, Breakfast Bar",120,4.5,2,0,10,220,19,2,9,4
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Powdered Sugar, 1 tablespoon","Bar Powdered Sugar, 1 tablespoon, Breakfast Bar",30,0,0,0,0,0,8,0,4,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Sausage Link, 1 link","Bar Sausage Link, 1 link, Breakfast Bar",80,7,2.5,0,15,160,0,0,0,3
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Sausage Patty, 1 patty","Bar Sausage Patty, 1 patty, Breakfast Bar",200,18,6,0,35,370,2,0,0,7
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Scrambled Eggs, 2 oz.","Bar Scrambled Eggs, 2 oz., Breakfast Bar",70,4.5,1,0,125,180,1,0,0,5
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Smoked Sausage with Green Peppers and Onions, 4 oz.","Bar Smoked Sausage with Green Peppers and Onions, 4 oz., Breakfast Bar",130,9,3,0,15,180,7,2,3,5
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Spicy Spuds, 4 oz. raw","Bar Spicy Spuds, 4 oz. raw, Breakfast Bar",220,14,2.5,0,0,500,23,3,0,3
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Apple Cinnamon Coffee Cake, 1 slice","Bar Sweet Bread Apple Cinnamon Coffee Cake, 1 slice, Breakfast Bar",290,15,3,0,60,310,37,1,21,4
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Apple Cinnamon Loaf, 1 slice","Bar Sweet Bread Apple Cinnamon Loaf, 1 slice, Breakfast Bar",200,10,2.5,0,40,210,23,0,14,3
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Apple Cinnamon Muffin, 1 muffin","Bar Sweet Bread Apple Cinnamon Muffin, 1 muffin, Breakfast Bar",100,5,1,0,20,105,12,0,7,1
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Banana Nut Loaf, 1 slice","Bar Sweet Bread Banana Nut Loaf, 1 slice, Breakfast Bar",200,10,1.5,0,40,230,25,0,14,3
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Banana Nut Muffin, 1 muffin","Bar Sweet Bread Banana Nut Muffin, 1 muffin, Breakfast Bar",100,5,1,0,20,115,12,0,7,2
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Blueberry Loaf, 1 slice","Bar Sweet Bread Blueberry Loaf, 1 slice, Breakfast Bar",170,10,1.5,0,35,190,20,0,12,2
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Blueberry Muffin, 1 muffin","Bar Sweet Bread Blueberry Muffin, 1 muffin, Breakfast Bar",90,5,1,0,20,95,10,0,6,1
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Cinnamon Raisin Muffin, 1 muffin","Bar Sweet Bread Cinnamon Raisin Muffin, 1 muffin, Breakfast Bar",100,5,1,0,20,100,13,0,9,1
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Lemon Crumb Cake, 1 slice","Bar Sweet Bread Lemon Crumb Cake, 1 slice, Breakfast Bar",300,16,3,0,60,310,34,0,19,4
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Orange Cranberry Loaf, 1 slice","Bar Sweet Bread Orange Cranberry Loaf, 1 slice, Breakfast Bar",190,9,1.5,0,40,200,25,0,15,3
Baked Goods,Big Boy/Frisch's Big Boy,"Bar Sweet Bread Orange Cranberry Muffin, 1 muffin","Bar Sweet Bread Orange Cranberry Muffin, 1 muffin, Breakfast Bar",100,4.5,1,0,20,100,12,0,8,1
Beverages,Big Boy/Frisch's Big Boy,"Bar White Milk, 1 cup","Bar White Milk, 1 cup, Breakfast Bar",130,5,3,0,20,125,13,0,13,8
Salads,Big Boy/Frisch's Big Boy,Salad BLT Crispy Chicken no dressing,"Salad BLT Crispy Chicken no dressing, Salads",750,47,14,0,100,1660,39,6,3,37
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Egg 'N Cheese Biscuit with Sausage,"Breakfast Egg 'N Cheese Biscuit with Sausage, Breakfast",640,44,19,0,235,1590,38,1,4,21
Entrees,Big Boy/Frisch's Big Boy,Dinner Grilled Chicken Italian no side,"Dinner Grilled Chicken Italian no side, Dinners",860,36,11,0,125,2100,82,7,13,53
Salads,Big Boy/Frisch's Big Boy,Salad Cranberry Pecan Crispy Chicken no dressing,"Salad Cranberry Pecan Crispy Chicken no dressing, Salads",660,40,5,0,50,840,53,7,25,23
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Egg 'N Cheese Biscuit with Bacon,"Breakfast Egg 'N Cheese Biscuit with Bacon, Breakfast",470,28,13,0,205,1350,37,1,4,17
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Egg 'N Cheese Biscuit with Ham,"Breakfast Egg 'N Cheese Biscuit with Ham, Breakfast",510,27,12,0,245,1810,39,1,6,28
Burgers,Big Boy/Frisch's Big Boy,Burger 1/4 Pound Hamburger,"Burger 1/4 Pound Hamburger, Burgers",660,47,12,1.5,85,720,31,1,4,24
Sandwiches,Big Boy/Frisch's Big Boy,Sandwich Buddie Boy,"Sandwich Buddie Boy, Sandwiches",520,30,7,0,65,1450,38,2,5,19
Appetizers & Sides,Big Boy/Frisch's Big Boy,Side Applesauce,"Side Applesauce, Sides",120,0,0,0,0,15,30,3,24,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,Side Baked Apples,"Side Baked Apples, Sides",210,0,0,0,0,340,54,4,46,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,Side Carrots,"Side Carrots, Sides",150,11,7,0,30,105,11,3,8,0
Appetizers & Sides,Big Boy/Frisch's Big Boy,Appetizer Hand-Breaded Fried Mushrooms no sauce,"Appetizer Hand-Breaded Fried Mushrooms no sauce, Appetizers",370,29,5,0,0,600,25,2,3,7
Entrees,Big Boy/Frisch's Big Boy,Dinner Chili and Spaghetti no side,"Dinner Chili and Spaghetti no side, Dinners",880,30,9,1,65,1150,112,12,9,37
Entrees,Big Boy/Frisch's Big Boy,Dinner Crispy White Fish no sides,"Dinner Crispy White Fish no sides, Dinners",630,35,7,0,60,420,56,3,4,27
Desserts,Big Boy/Frisch's Big Boy,Dessert Brownie with Icing Slice,"Dessert Brownie with Icing Slice, Desserts",430,22,7,0,35,270,56,2,40,4
Desserts,Big Boy/Frisch's Big Boy,Dessert Cheesecake Slice with Blueberry Topping,"Dessert Cheesecake Slice with Blueberry Topping, Desserts",580,31,20,0,90,390,62,2,43,8
Desserts,Big Boy/Frisch's Big Boy,Dessert Cheesecake Slice with Cherry Topping,"Dessert Cheesecake Slice with Cherry Topping, Desserts",570,31,20,0,90,400,59,2,41,9
Desserts,Big Boy/Frisch's Big Boy,Dessert Cheesecake Slice with Strawberry Topping,"Dessert Cheesecake Slice with Strawberry Topping, Desserts",640,31,20,0,90,340,76,1,56,8
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Chocolate Medium 20 oz.,"Dessert Hand-Dipped Milkshake Chocolate Medium 20 oz., Desserts",930,39,26,0,130,370,125,2,109,16
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Chocolate Small 16 oz.,"Dessert Hand-Dipped Milkshake Chocolate Small 16 oz., Desserts",720,32,21,0,100,280,94,1,82,12
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Strawberry Medium 20 oz.,"Dessert Hand-Dipped Milkshake Strawberry Medium 20 oz., Desserts",980,38,25,0,130,350,139,0,129,15
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Strawberry Small 16 oz.,"Dessert Hand-Dipped Milkshake Strawberry Small 16 oz., Desserts",750,31,21,0,100,270,103,0,95,11
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Vanilla Medium 20 oz.,"Dessert Hand-Dipped Milkshake Vanilla Medium 20 oz., Desserts",730,38,25,0,130,330,76,0,66,15
Beverages,Big Boy/Frisch's Big Boy,Dessert Hand-Dipped Milkshake Vanilla Small 16 oz.,"Dessert Hand-Dipped Milkshake Vanilla Small 16 oz., Desserts",590,31,21,0,100,250,61,0,53,11
Appetizers & Sides,Big Boy/Frisch's Big Boy,Breakfast Side Bacon,"Breakfast Side Bacon, Breakfast",100,8,3,0,25,420,1,0,0,8
Fried Potatoes,Big Boy/Frisch's Big Boy,Breakfast Side Hashbrowns,"Breakfast Side Hashbrowns, Breakfast",150,9,2,0,0,410,17,1,1,2
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Jam Packet,"Misc. Jam Packet, Sauces & Dressings",35,0,0,0,0,0,9,0,8,0
Beverages,Big Boy/Frisch's Big Boy,Drink Coca Cola Zero Large 32 oz.,"Drink Coca Cola Zero Large 32 oz., Drinks",0,0,0,0,0,70,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Coca Cola Zero Small 16 oz.,"Drink Coca Cola Zero Small 16 oz., Drinks",0,0,0,0,0,35,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Coke Large 32 oz.,"Drink Diet Coke Large 32 oz., Drinks",0,0,0,0,0,90,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Coke Medium 20 oz.,"Drink Diet Coke Medium 20 oz., Drinks",0,0,0,0,0,55,0,0,0,0
Beverages,Big Boy/Frisch's Big Boy,Drink Diet Coke Small 16 oz.,"Drink Diet Coke Small 16 oz., Drinks",0,0,0,0,0,45,0,0,0,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Cherry Large 32 oz.,"Drink Flavoring Cherry Large 32 oz., Drinks",80,0,0,0,0,5,20,0,20,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Cherry Medium 20 oz.,"Drink Flavoring Cherry Medium 20 oz., Drinks",60,0,0,0,0,5,15,0,15,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Cherry Mini 12 oz.,"Drink Flavoring Cherry Mini 12 oz., Drinks",20,0,0,0,0,0,5,0,5,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Cherry Small 16 oz.,"Drink Flavoring Cherry Small 16 oz., Drinks",40,0,0,0,0,0,10,0,10,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Chocolate Medium 20 oz.,"Drink Flavoring Chocolate Medium 20 oz., Drinks",50,0,0,0,0,10,12,0,11,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Chocolate Small 16 oz.,"Drink Flavoring Chocolate Small 16 oz., Drinks",35,0,0,0,0,10,8,0,7,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Strawberry Large 32 oz.,"Drink Flavoring Strawberry Large 32 oz., Drinks",80,0,0,0,0,5,21,0,21,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Strawberry Mini 12 oz.,"Drink Flavoring Strawberry Mini 12 oz., Drinks",20,0,0,0,0,0,5,0,5,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Strawberry Small 16 oz.,"Drink Flavoring Strawberry Small 16 oz., Drinks",40,0,0,0,0,0,10,0,10,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Vanilla Mini 12 oz.,"Drink Flavoring Vanilla Mini 12 oz., Drinks",20,0,0,0,0,0,5,0,5,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Vanilla Small 16 oz.,"Drink Flavoring Vanilla Small 16 oz., Drinks",40,0,0,0,0,0,10,0,10,0
Beverages,Big Boy/Frisch's Big Boy,Drink Mello Yello Large 32 oz.,"Drink Mello Yello Large 32 oz., Drinks",310,0,0,0,0,90,78,0,78,0
Beverages,Big Boy/Frisch's Big Boy,Drink Mello Yello Medium 20 oz.,"Drink Mello Yello Medium 20 oz., Drinks",190,0,0,0,0,55,49,0,49,0
Beverages,Big Boy/Frisch's Big Boy,Drink Mello Yello Small 16 oz.,"Drink Mello Yello Small 16 oz., Drinks",150,0,0,0,0,45,39,0,39,0
Beverages,Big Boy/Frisch's Big Boy,Drink Sweet Tea Small 16 oz.,"Drink Sweet Tea Small 16 oz., Drinks",120,0,0,0,0,10,30,0,30,0
Beverages,Big Boy/Frisch's Big Boy,Drink White Milk Large 16 oz.,"Drink White Milk Large 16 oz., Drinks",260,10,6,0,40,250,26,0,26,16
Beverages,Big Boy/Frisch's Big Boy,Drink White Milk Small 12 oz.,"Drink White Milk Small 12 oz., Drinks",200,7,4.5,0,30,190,19,0,19,12
Salads,Big Boy/Frisch's Big Boy,Side Tossed Garden Salad no dressing,"Side Tossed Garden Salad no dressing, Sides",90,5,2.5,0,15,120,8,3,4,5
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Tortilla Cup Dine In 6 oz.,"Soup Chicken Tortilla Cup Dine In 6 oz., Soups",200,11,4,0,45,1740,13,3,4,13
Soup,Big Boy/Frisch's Big Boy,Soup Chicken Tortilla Bowl 12 oz.,"Soup Chicken Tortilla Bowl 12 oz., Soups",390,21,8,0,90,3480,26,5,7,25
Sandwiches,Big Boy/Frisch's Big Boy,Breakfast Biscuit with Ham,"Breakfast Biscuit with Ham, Breakfast",360,15,8,0,45,1570,37,1,5,19
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Misc. Topping Blueberry,"Misc. Topping Blueberry, Sauces & Dressings",90,0,0,0,0,50,23,1,18,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Chocolate Mini 12 oz.,"Drink Flavoring Chocolate Mini 12 oz., Drinks",15,0,0,0,0,0,4,0,4,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Strawberry Medium 20 oz.,"Drink Flavoring Strawberry Medium 20 oz., Drinks",60,0,0,0,0,5,16,0,16,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Vanilla Medium 20 oz.,"Drink Flavoring Vanilla Medium 20 oz., Drinks",60,0,0,0,0,0,15,0,15,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,Drink Flavoring Vanilla Large 32 oz.,"Drink Flavoring Vanilla Large 32 oz., Drinks",80,0,0,0,0,0,20,0,20,0
Toppings & Ingredients,Big Boy/Frisch's Big Boy,"Bar Dressing Cesar, 2 oz.","Bar Dressing Cesar, 2 oz., Salad Bar",240,24,4,0,10,920,2,0,2,2
Soup,Big Boy/Frisch's Big Boy,"Bar Soup Chicken Tortilla, 6 oz.","Bar Soup Chicken Tortilla, 6 oz., Soup of the Day",200,11,4,0,45,1740,13,3,4,13
Appetizers & Sides,BJ's Restaurant & Brewhouse,Avocado Egg Rolls,"Avocado Egg Rolls, Shareable Appetizers",950,54,12,0,67,1302,109,15,21,14
Appetizers & Sides,BJ's Restaurant & Brewhouse,Ahi Poke,"Ahi Poke, Shareable Appetizers",500,20,3,0,51,1773,44,4,3,34
Appetizers & Sides,BJ's Restaurant & Brewhouse,Spinach and Artichoke Dip,"Spinach and Artichoke Dip, Shareable Appetizers",1050,54,28,0,135,1771,111,16,22,34
Appetizers & Sides,BJ's Restaurant & Brewhouse,Crispy Calamari,"Crispy Calamari, Shareable Appetizers",670,26,5,0,537,2109,62,4,8,47
Appetizers & Sides,BJ's Restaurant & Brewhouse,Chicken Pot Stickers,"Chicken Pot Stickers, Shareable Appetizers",400,11,2,0,40,1752,59,3,14,18
Appetizers & Sides,BJ's Restaurant & Brewhouse,Mozzarella Sticks,", Shareable Appetizers",810,39,17,0,107,1931,76,0,12,33
Salads,BJ's Restaurant & Brewhouse,Fresh Mozzarella and Tomato Salad,"Fresh Mozzarella and Tomato Salad, Starter Salads, Small, Soup & Salad Combo",260,18,7,0,32,322,11,2,8,14
Appetizers & Sides,BJ's Restaurant & Brewhouse,Baked Potato,"Baked Potato, Signature Sides",590,28,11,0,19,207,70,5,4,9
Appetizers & Sides,BJ's Restaurant & Brewhouse,White Cheddar Mashed Potatoes,"White Cheddar Mashed Potatoes, Signature Sides",330,18,11,0,55,1097,33,4,4,7
Appetizers & Sides,BJ's Restaurant & Brewhouse,Broccoli,"Broccoli, Signature Sides",40,0,0,0,0,30,6,2,2,3
Appetizers & Sides,BJ's Restaurant & Brewhouse,Kids Mashed Potatoes,"Kids Mashed Potatoes, Kids Menu Items",250,14,8,0,41,823,25,3,3,5
Appetizers & Sides,BJ's Restaurant & Brewhouse,Rice Pilaf,"Rice Pilaf, Signature Sides",230,6,1,0,0,621,39,1,5,5
Appetizers & Sides,BJ's Restaurant & Brewhouse,Kids Veggies and Dip,"Kids Veggies and Dip, Kids Menu Items",200,17,2,0,15,523,6,2,2,2
Beverages,BJ's Restaurant & Brewhouse,Root Beer,"Root Beer, BJ's Handcrafted Draft Sodas & Floats",240,0,0,0,0,14,60,0,57,0
Beverages,BJ's Restaurant & Brewhouse,BJ's Lemonade,"BJ's Lemonade, Beverages",180,0,0,0,0,17,45,0,41,0
Beverages,BJ's Restaurant & Brewhouse,Kids Milk,"Kids Milk, Kids Menu Items",210,8,5,0,38,225,21,0,20,15
Beverages,BJ's Restaurant & Brewhouse,Kids Chocolate Milk,"Kids Chocolate Milk, Kids Menu Items",330,7,4,0,33,219,54,0,46,13
Beverages,BJ's Restaurant & Brewhouse,Kids Orange Juice,"Kids Orange Juice   , Kids Menu Items",170,0,0,0,0,23,39,3,32,3
Beverages,BJ's Restaurant & Brewhouse,Kids Cranberry Juice,"Kids Cranberry Juice, Kids Menu Items",210,0,0,0,0,53,53,0,53,0
Beverages,BJ's Restaurant & Brewhouse,Kids Apple Juice,"Kids Apple Juice , Kids Menu Items",180,0,0,0,0,38,44,0,39,0
Beverages,BJ's Restaurant & Brewhouse,Berry Sweet Limeade,"Berry Sweet Limeade  , Beverages",220,0,0,0,0,29,56,1,52,0
Beverages,BJ's Restaurant & Brewhouse,Strawberry Lemonade,"Strawberry Lemonade, Beverages",190,0,0,0,0,15,47,1,42,0
